ID	Nome Parlamentar	Partido	UF	Está na Comissão?	Quer impeachment? 	Facebook	Twitter	Instagram	Email	Telefone Gabinete	Whats App		Foto	Endereço (Anexo)	Profissões	Cargo
475	VALADARES FILHO	PSB	SE	não	INDECISO	https://www.facebook.com/ValadaresFilho/	https://twitter.com/valadares_filho	https://www.instagram.com/valadaresfilho	dep.valadaresfilho@camara.leg.br	3215-5660			478.jpg	4	Administrador de Empresas	DF
476	VALDIR COLATTO	PMDB	SC	não	FAVOR	https://www.facebook.com/deputadovaldircolatto	https://twitter.com/colattodeputado		dep.valdircolatto@camara.leg.br	3215-5516			479.jpg	4	Engenheiro Agrônomo	DF
477	VALMIR ASSUNÇÃO	PT	BA	não	CONTRA	https://www.facebook.com/falavalmir	https://twitter.com/depvalmir	https://www.instagram.com/depvalmir/	dep.valmirassuncao@camara.leg.br	3215-5739			480.jpg	4	Agricultor	DF
478	VALMIR PRASCIDELLI	PT	SP	não	CONTRA	https://www.facebook.com/valmir.prascidelli/	https://twitter.com/prascidelli	https://www.instagram.com/valmirprascidelli/	dep.valmirprascidelli@camara.leg.br	3215-5837			481.jpg	4		DF
479	VALTENIR PEREIRA	PMDB	MT	sim	INDECISO	https://www.facebook.com/valtenirpereiraoficial	https://twitter.com/depvaltenir		dep.valtenirpereira@camara.leg.br	3215-5913			482.jpg	4	Defensor Público e Professor Universitário	DF
480	VANDER LOUBET	PT	MS	não	CONTRA	https://www.facebook.com/vanderfazmais	https://twitter.com/vanderfazmais	https://www.instagram.com/vanderfazmais/	dep.vanderloubet@camara.leg.br	3215-5838			483.jpg	4	Bancário e Funcionário Público.	DF
481	VANDERLEI MACRIS	PSDB	SP	não	FAVOR	https://www.facebook.com/deputadomacris	https://twitter.com/vanderleimacris	https://www.instagram.com/vanderleimacris/	dep.vanderleimacris@camara.leg.br	3215-5348			484.jpg	4		DF
482	VENEZIANO VITAL DO RÊGO	PMDB	PB	não	INDECISO	https://www.facebook.com/venezianocomvoce/	https://twitter.com/mobiliza15		dep.venezianovitaldorego@camara.leg.br	3215-5833			485.jpg	4	Advogado(a)	DF
483	VICENTE ARRUDA	PDT	CE	não	INDECISO	https://www.facebook.com/DeputadoVicenteArruda/			dep.vicentearruda@camara.leg.br	3215-5522			486.jpg	4	Advogado, Cientista Político e Jornalista	DF
484	VICENTE CANDIDO	PT	SP	sim	CONTRA	https://www.facebook.com/deputadovicentecandido	https://twitter.com/vicente_candido		dep.vicentecandido@camara.leg.br	3215-5819			487.jpg	4	Advogado, Comerciante	DF
485	VICENTINHO	PT	SP	não	CONTRA	https://www.facebook.com/DeputadoFederalVicentinho/	https://twitter.com/vicentinhopt		dep.vicentinho@camara.leg.br	3215-5740			488.jpg	4	Bacharel Em Direito e Metalúrgico.	DF
486	VICENTINHO JÚNIOR	PR	TO	não	INDECISO	https://www.facebook.com/VicentinhoJr/	https://twitter.com/vicentinhojr	https://www.instagram.com/vicentinhojunior/	dep.vicentinhojunior@camara.leg.br	3215-5817			489.jpg	4	Empresário	DF
487	VICTOR MENDES	PSD	MA	não	INDECISO	https://www.facebook.com/victormendesma/	https://twitter.com/victormendesma	https://www.instagram.com/victormendesma/	dep.victormendes@camara.leg.br	3215-5580			490.jpg	3	Advogado(a)	DF
488	VINICIUS CARVALHO	PRB	SP	não	INDECISO	https://www.facebook.com/viniciuscarvalhooficial/	https://twitter.com/viniciusfederal	https://instagram.com/viniciuscarvalhoprb/	dep.viniciuscarvalho@camara.leg.br	3215-5356			491.jpg	4	Administrador de Empresas, Advogado, Radialista, Jornalista	DF
489	VINICIUS GURGEL	PR	AP	não	INDECISO	https://www.facebook.com/deputadoviniciusgurgel/			dep.viniciusgurgel@camara.leg.br	3215-5852			492.jpg	4	Contador	DF
490	VITOR LIPPI	PSDB	SP	não	FAVOR	https://www.facebook.com/vitorlippi/	https://twitter.com/depvitorlippi		dep.vitorlippi@camara.leg.br	3215-5823			493.jpg	4	Médico(a)	DF
491	VITOR VALIM	PMDB	CE	não	FAVOR	https://www.facebook.com/vitorvalimfanpage	https://twitter.com/vitorvalim		dep.vitorvalim@camara.leg.br	3215-5545			494.jpg	4		DF
492	WADIH DAMOUS	PT	RJ	sim	CONTRA	https://www.facebook.com/wadihdamous/	https://twitter.com/wadih_damous		dep.wadihdamous@camara.leg.br	3215-5483			495.jpg	3		DF
493	WADSON RIBEIRO	PCdoB	MG	não	CONTRA	https://www.facebook.com/wadsonribeiro65/	https://twitter.com/wadson_ribeiro	https://instagram.com/wadsonribeiro65/	dep.wadsonribeiro@camara.leg.br	3215-5556			496.jpg	4		DF
494	WALDENOR PEREIRA	PT	BA	não	CONTRA	https://www.facebook.com/deputadowaldenorpereira/	https://twitter.com/waldenorpereira		dep.waldenorpereira@camara.leg.br	3215-5954			497.jpg	4	Economista	DF
495	WALDIR MARANHÃO	PP	MA	não	INDECISO	https://www.facebook.com/fapagewaldirmaranhao/	https://twitter.com/waldirmaranhao	https://instagram.com/waldirmaranhao/	dep.waldirmaranhao@camara.leg.br	3215-5575			498.jpg	3	Médico Veterinário	DF
496	WALTER ALVES	PMDB	RN	não	FAVOR	https://www.facebook.com/Deputado-Walter-Alves-457272360980075/	https://twitter.com/walteralvesrn	https://www.instagram.com/walteralvesrn	dep.walteralves@camara.leg.br	3215-5435			499.jpg	4	Administrador	DF
497	WASHINGTON REIS	PMDB	RJ	sim	INDECISO	https://www.facebook.com/washingtonreisoficial/	https://twitter.com/wreis_oficial		dep.washingtonreis@camara.leg.br	3215-5856			500.jpg	4		DF
498	WELITON PRADO	PMB	MG	sim	INDECISO	https://www.facebook.com/WelitonPrado	https://twitter.com/pradoweliton		dep.welitonprado@camara.leg.br	3215-5862			501.jpg	4	Bacharel Em Filosofia	DF
499	WELLINGTON ROBERTO	PR	PB	não	INDECISO	https://www.facebook.com/deputadowellingtonroberto/	https://twitter.com/dep_wellington	https://www.instagram.com/wellingtonrobertopb/	dep.wellingtonroberto@camara.leg.br	3215-5514			502.jpg	4	Não Informada	DF
500	WEVERTON ROCHA	PDT	MA	sim					dep.wevertonrocha@camara.leg.br	3215-5405				4		DF
501	WILLIAM WOO	PP	SP	não	FAVOR	https://www.facebook.com/williamwoo4300	https://twitter.com/william_woo		dep.williamwoo@camara.leg.br	3215-5235			503.jpg	4	Policial Civil, Engenheiro Mecânico, Bacharel Em Direito	DF
502	WILSON BESERRA	PMDB	RJ	não					dep.wilsonbeserra@camara.leg.br	3215-5585				3		DF
503	WILSON FILHO	PTB	PB	não	CONTRA	https://www.facebook.com/wilsonfilhodep/	https://twitter.com/wilsonfilho_	https://www.instagram.com/wilsonsantiagofilho/	dep.wilsonfilho@camara.leg.br	3215-5534			504.jpg	4		DF
504	WLADIMIR COSTA	SD	PA	não	FAVOR	https://www.facebook.com/deputadowlad/	https://twitter.com/deputadowlad	https://instagram.com/deputadowlad/	dep.wladimircosta@camara.leg.br	3215-5343			505.jpg	4	Locutor e Comentarista de Radio e Televisao e Radialista	DF
505	WOLNEY QUEIROZ	PDT	PE	não	INDECISO	https://www.facebook.com/wolneyqueirozm/	https://twitter.com/mandatowolney	https://www.instagram.com/wolneyqueiroz/	dep.wolneyqueiroz@camara.leg.br	3215-5936			506.jpg	4	Empresário	DF
506	ZÉ AUGUSTO NALIN	PMDB	RJ	não	INDECISO	https://www.facebook.com/joseaugustonalin	https://twitter.com/zeaugustonalin		dep.zeaugustonalin@camara.leg.br	3215-5475			507.jpg	3		DF
507	ZÉ CARLOS	PT	MA	não	CONTRA	https://www.instagram.com/depzecarlospt/	https://twitter.com/dep_zecarlospt	https://instagram.com/buffon45222/	dep.zecarlos@camara.leg.br	3215-5748			508.jpg	4	Engenheiro Civil	DF
508	ZÉ GERALDO	PT	PA	sim	CONTRA	https://www.facebook.com/zegeraldofederal	https://twitter.com/zegeraldopt13		dep.zegeraldo@camara.leg.br	3215-5266			509.jpg	3	Agricultor	DF
509	ZÉ SILVA	SD	MG	não	FAVOR	https://www.facebook.com/deputadofederalzesilva/	https://twitter.com/ZeSilva_		dep.zesilva@camara.leg.br	3215-5608			510.jpg	4	Agricultor, Agrônomo, Extensionista Rural	DF
510	ZECA CAVALCANTI	PTB	PE	não	INDECISO	https://www.facebook.com/zecacavalcantiPTB/		https://www.instagram.com/zecacavalcanti/	dep.zecacavalcanti@camara.leg.br	3215-5318			511.jpg	4		DF
511	ZECA DIRCEU	PT	PR	não	CONTRA	https://www.facebook.com/deputadofederalzecadirceu/	https://twitter.com/zeca_dirceu	https://www.instagram.com/zecadirceu/	dep.zecadirceu@camara.leg.br	3215-5613			512.jpg	4	Empresário	DF
512	ZECA DO PT	PT	MS	não	CONTRA	https://www.facebook.com/zecadopt13/	https://twitter.com/zecadopt	https://www.instagram.com/zecadopt/	dep.zecadopt@camara.leg.br	3215-5860			513.jpg	4	Bancário	DF
513	ZENAIDE MAIA	PR	RN	sim	CONTRA	https://www.facebook.com/depzenaidemaia		https://www.instagram.com/dep.zenaidemaia/	dep.zenaidemaia@camara.leg.br	3215-5439			514.jpg	4	Médica	DF
